2 1.14643e-06
4 1.56508e-06
8 2.35435e-06
16 3.33563e-06
32 4.78336e-06
64 6.93007e-06
128 9.53931e-06
256 1.48507e-05
512 2.38707e-05
1024 4.52197e-05
2048 8.60414e-05
4096 0.000200326
8192 0.000370097
16384 0.000761893
32768 0.00171455
65536 0.00362354
131072 0.00665558
262144 0.0205175
524288 0.0353241
1048576 0.077049
2097152 0.132493
4194304 0.279282
8388608 0.574318
16777216 1.24566
33554432 2.84483
